unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,x_pacf5,diff1x_pacf5,diff2x_pacf5,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10
store_1,1.0245989503596145,241,-2.3373609781584443,2.327621719836471,0.0,0.0,0.0,0.9639969709689097,0,1,0.9588556294089783,1.0691211485375e-07,-10.041125974192514,3.477619826678581,0.6748715731208285,0.8648988925044627,0.9596275900936011,0.023287798284540168,0.43739703465669044,0.002029272052319851,0.003273860828053535,0.9999999850988359,1.9195964932258192e-16,0.0,0.0,0.0,0.0,23,0.4121639046584779,13,0.9018904499205307,0.9739758505543322,7.239259927591944,0.12345761818402737,0.04366061791142236,-0.4306592599888288,0.22985773794227266
store_10,0.8584082602240594,241,-1.1185249769918444,1.8405099399030693,0.0,0.0,0.0,0.9714397280445629,0,1,0.972921224956066,3.213469755588583e-08,9.424634613565042,3.7030966888062946,0.5933449462778606,0.7116894214403078,0.9549544642087557,0.015030598655615304,0.4911922275670327,0.12188439755219485,0.003421826223952576,0.9649260532682473,3.793598206757633e-12,0.0,0.0,0.0,0.0,18,0.38734524239528323,21,0.9307915209973041,0.9756468658751409,7.398838398726207,-0.03974556142031592,0.05386732677569662,-0.5507586607161958,0.3332110657564602
store_100,0.8879077297799457,241,-1.0619367830603696,3.035459912992159,0.0,0.0,0.0,0.9429453477610141,0,1,0.9484462268584117,9.023746094743165e-08,11.131756469482912,8.92503288843109,0.4912234046647141,0.4482186733471747,0.9573798676785529,0.0541432929326304,0.6037817048172675,0.2474903810742271,0.0034536066789710614,0.8280161517689764,1.1565290289502244e-13,0.0,0.0,0.0,0.0,16,0.38282463730281263,13,0.9261497946571366,0.9584351300586164,6.986779307847852,-0.1040616352580511,0.06211345989513431,-0.4644515615984198,0.253439903954074
store_11,0.9874535447939666,241,-6.931231814356545,0.7789513810148412,0.0,0.0,0.0,0.871794537379569,0,1,0.8931902595929706,4.252483100798929e-07,-0.5907027726490901,-11.048467123819476,0.620503976027701,1.0561254493758174,0.902850225086872,0.04813877645561893,0.6025184639780681,0.14457172869314577,0.019019499028542313,0.918294956259745,0.0,0.0,0.0,0.0,0.0,8,0.4213345335238834,18,0.7664013812972686,0.9392472437020771,5.406471942507689,-0.06436846080028956,0.06158604429719495,-0.47301325945106504,0.3049566337126112
store_12,0.9453470115406264,241,-1.8149367491800157,0.8986872028933867,0.0,0.0,0.0,0.9745495004410034,0,1,0.974081730724168,3.916212883279296e-08,5.200822788170675,6.990921867484008,0.6492480265714111,0.722381911986395,1.0042400285464332,0.034952279326214426,0.4218301011957473,0.3648371938690389,0.007724761804575576,0.9999999850988388,0.05471272376279505,0.0,0.0,0.0,0.0,31,0.3204046234121592,15,0.9485409380933989,0.9831083387948393,7.902569797551771,0.053985452761155496,0.10489673717817072,-0.5123978820203261,0.40075337318628523
store_13,0.9432834861204291,241,-2.9337269141503675,2.425713207658089,0.0,0.0,0.0,0.9038472566872118,0,1,0.9190273930986397,3.3938260652090127e-07,10.12906008611487,7.662539128722077,0.5451706001608463,0.5931899055079307,0.9474995218713396,0.07964289208198963,0.5970578134785489,0.41163642246280713,0.010649134021477295,0.900164261419575,0.0,0.0,0.0,0.0,0.0,17,0.4832215130158385,50,0.8680701963540494,0.9432681824013902,5.6470178319793165,-0.08670090533847101,0.10866153355641174,-0.5308179563961887,0.43615098835862304
store_14,1.000895877592883,241,-8.683776179908772,1.6294649411757485,0.0,0.0,0.0,0.9164583948532261,0,1,0.9139323099902017,3.387691920420947e-07,7.694738932133592,-7.3066613137277345,0.6649409567407853,0.7343943448521598,0.9265744701579043,0.01413368631497271,0.42494720890337234,0.02941253234365058,0.019489456225167484,0.9999999850988388,5.525942916550801e-13,0.0,0.0,0.0,0.0,19,0.44690193382243004,17,0.827437594417876,0.9573824955904883,6.2705018759837055,0.056643026331612265,0.023140496046287515,-0.48112232642490016,0.23888853731136764
store_15,1.0340832112231215,241,-3.0224668673016155,4.0186948348248395,0.0,0.0,0.0,1.0035910626331486,0,1,0.9676481938469639,6.060184929605404e-08,12.943231655175309,-2.2004580283047344,0.6399119529692224,0.8926958275357234,0.9724566023188229,0.005381117259010249,0.47249581203257984,0.2825486085476215,0.0014456308346610374,0.9661293865247975,2.3733246577418156e-14,0.0,0.0,0.0,0.0,23,0.17246894109339722,17,0.8857215832426008,0.9852688831291,8.64095998418909,-0.031906343077134955,0.03368625015714778,-0.4996805225294876,0.3020507494378891
store_16,0.8656325936119067,241,-6.3464674588049315,2.625701940312855,0.0,0.0,0.0,0.9531227006070021,0,1,0.937234186273418,2.818295061654328e-07,-11.259232493690023,-3.0282226772678906,0.5361711456040944,0.3849177344886144,0.9269971418001013,0.028178019788398102,0.590781381890181,0.2208936624325816,0.009734932009910125,0.887664272020151,2.0869888376523214e-18,0.0,0.0,0.0,0.0,11,0.49063795505781926,21,0.8337140973047508,0.9598849368432428,6.590704206064128,-0.09884140534873864,0.06021174208165031,-0.5244300784487007,0.386161446792197
store_17,1.0338495075400511,241,-6.455051541818726,0.7614956410618146,0.0,0.0,0.0,0.958013421188616,0,1,0.9459225689362109,1.5362578723944501e-07,1.2632089837333538,-10.189579042361867,0.6293849905792875,0.5464100480655433,0.969237315065393,0.022188407385839277,0.42031402645847865,0.1341900491072647,0.011336944988074873,0.9999999850987783,2.9285760121113076e-13,0.0,0.0,0.0,0.0,15,0.3576233476378883,16,0.8524738933305728,0.9753392078048594,7.397325718723884,0.11405767824056955,0.056091639433349424,-0.419057575326027,0.20931372254757455
